0.2,0.3,0.4,-0.2,0.1,0.1,0.1,-0.7,0.2,-0.5,0.2,0.3,-1.1,0.3,0.5,0.4,0.4,0.1,0.1,0.4,0.5,0.6,0.6,0.1,0.2,0.3,1,0.4,-0.1,0,0.7,0.3,0.3,0.5,-0.8,-0.3,-0.3,0.1,0.2,0.1,0.4,0.3,0.6,0,0.4,0.2,0.3,-0.4,-0.6,0.1,0
0.2,-0.6,-0.3,-0.6,-0.5,-0.8,0.1,-0.5,0.4,0,-0.1,0.2,-0.4,0.9,-0.1,0.6,0.2,0,0,0.5,0.1,0.5,-0.1,1,0.3,0.4,0.7,-0.1,0.3,0.5,0.5,0.2,0.9,0.4,-0.5,-0.3,-0.4,-1,-0.5,-0.4,-0.2,0,0,0.3,0.6,0.2,-0.1,0.1,-0.2,-0.2,0.6
-0.4,-0.2,-0.2,-0.1,-0.5,-0.4,-0.2,-0.1,0.2,0.1,0.4,0,0,0.1,-0.1,0.2,0.7,0,-0.3,0.4,-0.2,-0.5,0.2,0.5,-0.1,0.5,0.1,-0.3,-0.1,0.5,-0.2,0.8,-0.2,0.1,0,0.1,0,-0.5,0.2,-0.4,-0.7,-0.3,-0.2,0.2,-0.2,-0.2,0.4,-0.2,0.2,-0.4,-0.3
-0.3,0.2,-0.7,0.1,-0.6,-0.1,0.1,0,0.3,-0.6,0.5,0.3,0.1,0.1,0.1,0.2,0.2,0,0.2,0.3,-0.3,-0.7,-0.1,0.3,-0.1,-0.2,-0.1,0.1,0.5,0.3,0.1,0,0.1,0.1,0.7,0.5,0.1,0.2,-0.1,-0.1,-0.2,-0.5,-0.1,-0.6,0.1,0.3,0.1,0.3,0.3,0,-0.3
-0.5,-0.4,-0.2,0.3,-0.1,-0.2,0.2,-0.1,0.7,0.5,0,0.2,-0.5,-0.2,-0.1,0.5,-0.2,-0.1,-0.5,0.5,-0.7,-0.1,0.7,0.2,0.6,0.5,0.4,0.3,0.3,0.4,1,0.2,-0.2,1.1,0.4,0.7,0.7,0.1,0,-0.4,-0.8,0,-0.1,-0.6,0.3,-0.4,-0.1,0.5,-0.1,0,-0.2
-0.2,0.4,0.2,0.3,0.3,-0.2,-0.3,0.2,-0.2,0.1,0.2,-0.1,-0.6,0.3,-0.5,-0.4,0,-0.3,0.2,-0.2,0,0.2,0.5,-0.2,0.6,1.2,0.6,0.7,0.4,0.1,0.7,0.2,0.5,0.2,0.2,0.3,0.8,0.3,0,-0.1,-0.4,0.2,-0.3,-0.8,-0.5,0.2,0.3,0.1,0.4,0.5,-0.8
0,0.2,0.4,0.4,0.8,0.6,0.3,0,-0.1,-0.1,-0.4,-0.3,-0.7,-0.2,-0.4,-0.4,-0.4,0.4,-0.6,0.4,0.6,0.5,0.7,0.5,1,1.2,0.5,0.9,0.7,1.1,1.2,1.1,1.1,0,0.2,0.6,0.4,0.5,0.7,0.3,-0.2,0.6,-0.1,-0.6,-0.7,-0.2,-0.1,0.1,0.3,0.3,0.3
-0.2,0.5,0.1,-0.1,0,0.2,0.3,-0.1,-0.1,0.3,-0.4,-0.4,-0.2,0,0.2,0.3,-0.2,-0.3,1.1,0.6,1.2,1.5,1,1.7,2,1.8,1.8,1.4,1.4,1.5,1.3,1,0.5,0.9,0.1,0.5,0.6,0.4,0.5,0.5,0.1,0.5,0.1,-0.4,-0.1,-0.2,-0.6,0.2,0,0.5,0.5
0.3,0.2,0.2,-0.3,-0.4,0.1,-0.5,-0.7,0,-0.1,0.2,-0.3,0.4,0.3,0.6,0.4,0.7,0.8,0.8,1.4,1.1,2.1,2.1,2.6,2.8,2.4,2.7,2.7,2.5,3,2.7,1.5,1.3,1.1,1,0.5,0.9,0.2,0.4,0.5,0,0.4,1.1,0.4,-0.1,0.1,-0.4,-0.4,0.4,-0.3,0.3
0.5,0.1,-0.4,0.2,0.2,-0.9,-0.2,-0.5,-0.1,0,-0.6,0.6,-0.5,0.8,0.4,1.4,1.3,0.7,1.4,1.9,1.9,2.7,3.1,3.5,3,3.3,3.8,3.1,3.1,3.1,3.5,3.2,2.6,1.9,0.8,1.2,0.4,0.8,0.1,1.6,1.1,0.6,0,0.1,0.1,-0.2,-0.5,0.7,-0.2,-0.1,0.2
0.6,0.3,0.3,-0.8,0.5,-0.4,-0.3,-0.4,-0.2,-0.3,-0.6,-0.1,0.6,0.7,0.6,0.5,1.3,1.7,2.8,2.2,2.3,2.9,4.3,4.7,5.2,4.9,5.2,5.1,4.8,4.7,5.2,3.7,3.2,2.7,2.2,1.8,1.5,1.1,0.4,1.1,0.2,0.3,0.5,0,-0.1,-0.1,0,0.2,-0.2,-0.1,-0.2
0.2,-0.6,-0.3,0.1,-0.3,0,-0.4,0.4,-0.1,-0.4,-0.1,0.1,0.3,0.8,1,1.5,2,1.7,2.9,2.9,4.3,4.2,5.5,5.7,6.2,6.1,6.7,6.7,6.5,6.7,5.7,5.4,4.5,4.3,2.7,2,1.9,1.1,1.1,1,0.4,0.2,-0.1,0.6,0.7,-0.1,-0.3,0,-0.2,0.1,-0.5
0.2,0.7,-0.5,-0.9,-0.1,0,-0.1,0,0.6,-0.1,0.1,1.1,1,1.5,1.3,1.5,3,2.5,3.6,4.1,4.9,5.6,6.9,6.5,7.6,8,8.3,7.1,8.4,7.8,7.2,6,5.4,5.7,3.8,3.2,2,2,1.4,0.4,0.8,0.1,0.5,0.3,0.6,-0.1,0.3,-0.8,-0.3,-0.5,0.1
0.3,0.1,-0.2,-0.6,-0.6,-0.2,0,0,0.1,0.8,0.2,0.6,0.7,1.8,1.9,2.1,3.8,3.7,4.7,5.4,6.3,7.1,8.4,8.4,10.2,9.3,9.5,10.2,10.5,9.3,8.3,7.6,6.9,5.8,5,4.1,2.9,2.3,1.4,1.2,0,-0.6,-0.1,1.2,0.6,1,0,-0.5,-0.4,-0.1,-0.1
-0.2,-0.4,-0.1,-0.6,-0.4,-0.3,-0.2,0.4,0.3,0.6,0.9,0.9,1.1,1.3,2.3,3,3.8,4.7,5.7,6.6,7.9,9,9.2,10,10,10.4,10.8,11.6,11.4,11.6,10.1,8.6,8,7.5,6,5.2,3.9,3.6,1.8,1.7,0.9,0.3,0.1,0.2,1,0,0,-0.4,-0.1,-0.4,-0.4
-0.4,-0.1,-0.2,-0.5,-0.2,0,0.2,0.8,0.5,0.4,0.3,0.2,0.6,1.8,2,3.5,3.6,4.7,6,8,8.7,10.4,10.9,12.2,12.1,12.3,13.2,13.4,13.1,13.5,11.5,10.5,10.2,8.9,6.8,6.3,4.8,3.4,2.2,1.8,0.8,0.3,0.5,-0.1,0.2,0.8,0.6,-0.3,-0.4,-0.4,-0.3
0,-0.4,-0.1,-0.3,0.2,-0.1,0.2,0.1,0.2,1.1,0.9,1.3,1.3,1.3,2.1,4,4.9,6.7,7.4,8.5,11.2,13.6,13.1,13.4,13.9,13.4,14.8,13.9,13.9,14.3,13,11.3,11.4,10,8,7.1,5.4,4,3.4,2.1,1,0.8,0.3,-0.1,0.8,0.2,0.4,0.3,0.3,-0.2,-0.1
-0.8,0,0.2,0,0.3,-0.2,0.2,0.1,-0.1,1.1,0.9,1.2,1.3,1.9,1.9,3.4,5.8,7.1,8.8,10.4,11.3,12.9,14.6,14.8,17,14.9,15.2,14.8,15.2,17.6,16.1,12.6,12.2,10.7,9.9,7.8,6.4,4.3,3.9,3.5,1.7,1,0.2,-0.2,0.5,-0.1,0,0.8,0.1,-0.3,-0.8
-0.4,-0.3,-0.1,-0.1,0.3,0.2,0.5,0.3,0.9,0.7,0.9,1.4,1.1,2.1,3,4,6,7.4,8.8,10.7,12,13.1,15.6,16.6,17.1,16.3,16.9,16.3,16.8,15.7,17.3,13.7,13.2,11.8,10.5,8.7,7.4,5.7,4.6,3.5,2.6,1.2,0.4,0.6,0.5,0.2,0,0.1,0,0.1,-0.4
-0.1,-0.6,0,0.4,0.2,0.4,0,0.4,0.3,0.8,1.7,1.5,2.1,2.5,2.3,4.3,6.5,8.3,9.6,10.8,13.2,14.9,16.9,17.9,17.7,19,18.9,18.3,16.4,19.4,17.4,16.3,14.5,13.3,12.2,10.5,8.6,6.4,5.1,3.3,2.1,1.4,0.3,0.5,0.1,0.3,0.2,0.5,-0.1,0.3,0.2
-0.3,-0.2,0.1,0.8,0.6,0.5,0.1,0,0.3,0.5,0.8,1.6,2.1,3.5,3.7,4.3,6.2,8.1,11.1,12,13.6,15.7,16.3,19.1,20.8,19.7,21.2,18,18.4,18,18,17.3,14.9,14.7,12.4,10.4,8.6,7.4,5.6,4.1,2.6,1.8,0.6,0.1,0.7,-0.5,-0.2,0,0.2,-0.2,-0.1
-0.4,-0.8,-0.1,0.4,0,0.6,0.4,-0.1,0.2,0.5,0.7,1,2.2,3.9,4.3,6.4,6.2,8.9,11,11.7,14.9,16,17.2,19.2,19.4,20.5,22.4,19.9,18.5,19.1,18.8,15.8,15.6,14.9,13.5,10.9,9.8,7.4,5.9,4,3,1.1,0.6,0,0.8,-0.4,0,0,0.2,0.3,-0.3
0,-0.3,0,0.2,0.5,0.7,0.5,0.3,0.1,-0.7,0.8,1.5,2.2,4.2,4.4,6.1,6.7,9.5,11.2,14,15,16.3,17,19.8,19.6,22.7,23.4,21.5,20.1,19.9,18.7,17.5,16.7,15.6,14.1,11.2,10.4,7.8,6.6,4.7,2.8,2.3,0.7,0,0,-0.2,0.3,-0.2,0,0.5,0.1
-0.7,-0.5,-0.2,0.2,0.4,0.7,0.2,0.2,0,0.1,0.2,1.2,1.4,4,4.9,6,8.1,8.7,10.4,12.9,15.4,16.9,18.7,18.5,21.8,22.4,22.8,23.3,22.8,18.8,18.2,18.9,17.4,15.1,14.9,12.3,11.6,8.5,6.5,5.3,3.4,2.3,1.2,0,0.1,0.1,-0.1,0,0.2,0.4,0.4
-0.7,-0.1,0.4,0.1,0.1,0.5,0.2,0.6,0.4,0.2,-0.2,1.1,1.6,3.2,4.8,5.7,8.1,9.9,10.9,12.7,14.4,18.5,18.9,18.5,20.3,20.5,21.9,21.6,20.5,19.6,20.1,19.1,16.7,15.3,13.9,12.7,10.9,9.1,6.2,4.5,2.9,2,0.6,0.8,-0.5,0.2,-0.3,-0.3,0,0.2,-0.4
0.6,-0.3,0.3,0.1,0,0.4,-0.4,0.3,0.5,0.6,0,0.8,1.1,3.8,5.2,6.4,8.3,9.2,10.3,12.7,15.1,16.4,16.8,18.8,18.3,20.4,22.1,20.6,21,20.4,20.2,19.9,16.7,14.3,13.7,11.8,10.6,8.3,6.1,4.8,3.5,1.9,1.2,0.7,0.1,0,-0.2,-0.3,-0.3,0.1,0.2
-0.2,0.1,0.1,0.1,0,0,-0.1,-0.1,0.6,0.7,0,0.6,1,2,3.5,6.1,7.3,10,11.7,13,13.6,16.7,19.5,20,19.6,19.7,19.5,20.1,21.9,21.2,20,22,16.3,14.2,13.5,12.2,10.1,7.4,6.3,4.5,4.1,2.2,0.7,0.7,0.4,0.2,-0.1,0.3,-0.1,0.6,0.3
0,0.1,0.6,0.8,0.1,-0.8,-0.4,0,0.6,0.4,0.7,1.1,1.4,2,3.2,5.6,7.8,9.5,11.2,12.7,14.6,15.6,17.5,17,18.6,19.8,18.1,18.1,19.2,17.2,19,18.8,17.3,14.2,13.2,10.1,8.7,6.8,6.4,4.5,3.4,2.2,0.8,0.6,-0.2,-0.1,0.3,-0.1,0.2,-0.1,0.1
0.3,0.7,0.7,0.4,0.2,-0.1,-0.4,-0.8,0.1,0.3,1,0.9,1.6,2.1,3.1,4.5,6.2,7.9,9.9,12.5,14,15.6,16,17,18.8,20,18.9,18.5,17.7,17.2,17.4,16.9,14.4,13.2,10.7,10.1,8.7,6.1,5.3,4.4,2.9,1.9,0.8,0.8,-0.3,-0.3,-0.2,-0.5,0.4,0.1,0.1
-0.5,-0.1,0.5,1.2,0.4,0,-0.1,-0.9,-0.3,0.2,0.4,1.1,2,2.3,2.9,4,6,7.6,9.2,11.3,12.6,14,15.6,16.1,17.5,18.9,17.9,18,16.6,14.8,15,15.3,14.5,12.1,11.3,9.4,7.9,5.8,4.9,3.8,2.8,1.5,0.9,0.1,0,0,-0.1,-0.2,0.2,0.4,0.1
-0.5,-0.2,0.2,1.1,0.2,0.8,-0.6,-0.6,-0.3,-0.1,0.2,0.7,0.8,1.8,2.6,3.5,4.9,6.4,8.6,9.8,11.6,13.1,13.9,14,15.7,16.7,16.1,15.7,16.1,14.1,13.3,14.8,12.3,11.2,9.8,8.1,7,5,4,2.7,2.1,1.5,0.6,0.1,-0.2,-0.4,-0.2,0,-0.2,0.1,1
-0.6,-0.4,0.5,0.3,0.6,0.7,0,-0.1,-0.6,-0.4,-0.5,1,0.9,1.8,2.3,3.8,4.6,5,7,8.4,11.2,11.8,12.9,12.9,14,15.4,14.8,15.2,13,12.4,13.2,12.1,10.5,9.6,8.2,7.5,5.6,5.3,4.1,2.8,1.3,1.3,0.6,0.4,-0.2,-0.2,-0.4,-0.4,0.5,0.3,0.6
0.1,0.2,0.3,0.8,-0.1,0.8,0.5,-0.2,-0.8,-0.7,-0.6,0.6,0.7,1.7,2,2.6,3.3,4.4,5.8,7.3,8.5,9.9,11.5,12.1,11.8,13.1,13.4,13.5,11.6,11.4,10.5,10.4,9.4,8.4,7.4,6.9,5.8,4,2.6,2.1,1.2,0.9,1.2,-0.6,-0.1,-0.3,-0.6,0.2,-0.4,0.6,0.1
-0.5,-0.4,0.3,0.4,-0.2,0.8,0.9,0.4,-0.3,-0.6,-0.8,-0.3,0.3,1,1.9,2.3,2.8,4.4,4.4,6.3,7.7,9.5,9.6,10.7,10.6,10.5,10.3,11.6,10.9,10.2,9.9,9.1,7.9,6.8,6.1,4.6,3.7,3.2,2.6,2,1.5,0.8,0.7,0.5,-0.5,-0.8,-0.3,-0.4,0.1,0.2,0.3
0,-0.2,-0.5,0,0.2,1.1,0.5,0.8,-0.5,0,-0.8,-0.9,0.2,0.5,1,2.3,2.6,3.6,4.4,5.1,5.6,6.3,7.9,9,9.1,8.7,9.2,9.6,9.9,8.7,8.7,8.2,6.5,5.6,5.1,4.2,3.5,2.9,2,1.8,1.2,0.2,-0.2,0.5,0,-0.4,-0.4,-0.1,0.5,0.2,0.4
-0.4,0.2,-0.2,-0.1,0.3,0.1,0.2,0.3,0.2,0.2,-0.3,-0.8,-0.4,0,1,1.1,1.4,2.1,2.7,3.2,5,5.4,6.7,6.4,7.3,6.9,7.2,7.4,7.1,7.6,7.4,5.7,5.3,4.6,3.5,3.9,2.5,2.3,2.5,1.2,0.6,-0.3,-0.3,0,-0.7,-0.4,0.7,0.6,0.2,0.5,-0.3
-0.2,-0.2,0.4,0.4,-0.3,0.2,0.3,0.6,0.1,0,-0.1,-0.4,-0.7,0,0.6,1,1.8,1.7,1.4,2.3,3.5,3.5,4.6,4.7,6.4,5.2,6,5.9,6.3,5.7,5,4.6,3.5,4.3,3.3,2.6,2.1,1.9,2.3,0.7,0.8,-0.3,0.3,0.2,0.1,-0.8,-0.1,0.2,0.3,-0.2,0
-0.1,0,0.1,0.5,0.1,-0.6,0.1,-0.1,0.6,0.1,0.1,-0.2,-0.7,-0.6,0.2,0,0.3,1.2,1.9,2,2.6,2.5,3.5,3.7,4.3,4.6,4,5,5,4.5,3.8,3.9,3.4,3,2.9,2.7,1.6,1.1,0.7,0.7,0.3,-0.2,-0.6,-0.6,-0.6,-0.6,-0.2,-0.2,0.8,0.1,-0.1
0.1,-0.2,0.7,0.5,0.4,-0.3,0.1,0.3,0.2,0.4,0.1,0.2,-0.4,-0.4,-0.3,-0.1,0.8,1.4,1.5,1.3,1.4,2.2,1.9,2.3,3.2,2.6,3.3,3.5,3.2,3.2,3.5,2.4,2.4,2.8,1.8,1.5,1.1,1.4,1,0.5,0.4,-0.1,-0.6,-0.2,-0.6,-0.7,0.2,0.4,-0.3,0.4,-0.1
-0.2,-0.1,0.1,0.3,0,0.5,-0.4,0.4,-0.1,0.7,0.4,0.3,0.3,-0.2,-0.3,-0.2,0.4,0.3,0.9,1.2,0.9,1.6,1,2,1.8,1.3,2.4,2.9,2.4,1.8,2.5,2.4,2.1,1.9,0.8,1.3,1,0.7,0.4,0.2,-0.4,-0.7,-0.3,0.1,-0.4,-0.4,0.3,0.4,0.4,-0.2,0.1
0.5,-0.6,0.1,0.1,0.5,0.5,0.2,0.4,0.4,0,0.8,0.7,0.3,0.5,-0.2,-0.6,0.4,0.6,0.7,0,0.1,0.5,1,1.2,1.5,1.1,1.5,1.5,1.6,1.2,1,1.1,0.9,1.6,1.2,0.8,0.9,0.8,0,0.1,0,-0.1,-0.6,-0.5,-0.2,-0.1,0.4,0.2,0,-0.2,-0.3
-0.2,-0.8,-0.3,-0.4,-0.5,0.2,0.2,0,0.4,0.1,0.5,0.1,0.5,0.5,-0.4,0.5,-0.4,0,-0.3,0.4,0.6,0.3,0.7,0.8,0.8,0.8,1,1.8,0.7,1.6,1,1.3,1.4,0.7,1.1,0.8,0.1,0.4,0,-0.1,0.3,-0.2,-0.6,-0.8,-0.1,0.3,0.5,0.5,0.3,-0.3,-0.1
-0.2,-0.2,-0.6,-0.3,-0.1,0.1,0.3,0.4,0,0.1,0,0.5,0.3,0,0.5,-0.1,-0.1,-0.3,0.1,0.6,0.6,0.7,0.1,0.3,1.4,0.5,0.5,1.3,0.5,1.1,0.7,1,0.8,1,0.5,0.4,-0.5,0.3,-0.3,-0.2,-0.8,-0.2,-0.3,-0.1,0.3,0.2,0.3,0.3,0,-0.9,-0.4
0.1,-1.1,-0.8,-0.4,0.3,-0.4,0.3,0.2,0.4,-0.1,0.1,0.2,0.4,0.6,0.3,0.2,0,-0.4,-0.1,0.4,-0.1,-0.1,0.4,0,0.4,0,0.9,1.1,0.6,1.1,0.7,0.9,0.3,1.4,0.5,0.4,0.8,0.3,-0.1,-0.1,-0.8,-0.2,-0.4,-0.6,-0.4,-0.1,0.6,0,0.3,-0.7,-0.3
0,-0.6,0,-0.3,-0.6,0.3,0.2,0.8,0.1,0,0.6,0.2,0,0.3,0.1,0.5,0.3,0.1,0.2,0.3,0.3,0.5,0.7,0.3,0.2,0.5,0.8,0.7,0.3,0.5,0.2,0.6,0.2,0.7,0.3,0,-0.1,-0.1,-0.9,-0.3,-0.4,-0.4,-0.1,0.3,0.5,0.8,-0.1,0,-0.9,-0.5,0.3
0.7,-0.2,-0.8,-0.4,-0.1,0,-0.4,-0.1,0.2,0.4,0.4,-0.3,-0.2,0.5,0.4,-0.4,0.2,0,-0.2,-0.1,0.2,0.3,0.2,0.5,0.6,0,0.9,0.6,0.6,0.6,0.9,0.5,0.4,0.1,0.8,-0.3,-0.2,-0.7,-0.5,-0.3,-0.5,0,0.1,-0.2,-0.2,-0.4,0.1,-0.3,0,-0.4,-0.5
0.2,0.4,-0.5,-0.5,-0.2,-0.4,-0.1,0,0.4,0.2,0.4,0.2,0.3,0.6,0.5,0.5,-0.1,0.6,0.6,0.3,0.6,0,0.1,0.6,0.5,0.3,0.9,1.1,0.6,0.2,-0.2,0.1,0.1,0.3,-0.1,-0.3,-0.4,-0.4,0.1,-0.5,-0.1,-0.3,0.2,0.1,0.4,0.6,-0.1,-0.5,0.1,-0.1,-0.2
0.1,0.1,0.1,-0.2,-0.1,-0.7,0.2,0,0.1,0.2,-0.2,-0.2,-0.5,0,0.2,0.7,0.2,-0.1,0.1,0.5,0,0.5,0.6,0.4,-0.4,0,0.1,0.1,0,0,0.3,0.2,0,-0.5,-0.5,-0.4,-0.3,-0.6,-0.4,-0.1,0.4,0.5,0.3,0.1,1.3,-0.2,0,-0.6,-0.8,-0.1,0.1
0.6,0,0.2,0,0.4,-0.1,-0.5,0.1,-0.8,0.3,-0.1,-1,-0.2,-0.1,0.2,0.2,-0.2,-0.5,0,0,0.5,0.1,-0.5,-0.3,0.4,0.3,0.1,-0.1,-0.2,0.3,-0.1,0,-0.3,0,-0.9,-0.1,-0.3,-0.3,0.3,0.6,-0.1,0,0,0.2,-0.1,0.4,0.3,0.5,-0.1,-0.3,-0.2
0.1,0.2,0.5,0.2,0.4,0.3,-0.2,-0.6,-0.5,-0.2,0.1,-0.5,-0.2,0.1,-0.1,-0.4,0,-0.2,-0.2,-0.2,-0.1,0,-0.1,0.1,0.5,0.3,-0.2,-0.6,-0.4,0.2,-0.2,-0.6,0.2,0,-0.2,-0.3,-0.1,-0.2,0,0.4,0.7,0.2,0.1,0.2,-0.8,0,0.1,0,0,-0.2,0.4
0.5,-0.3,0.6,0.2,0,0.1,0.3,0,0.1,0,-0.7,-0.2,-0.7,-0.2,-0.1,-0.1,-0.7,-0.1,0,0,-0.4,0,-0.4,-0.2,-0.4,-0.7,-0.8,0,-0.4,-0.6,0.2,-0.3,0.4,-0.3,-0.3,-0.1,0.2,0.1,0.3,0.1,-0.2,-0.7,0,0.2,-0.3,-0.1,-0.3,-0.1,0.2,-0.1,0.1
